S 321
R 17394 251
R 4968 242
R 7454 153
R 7483 125
R 18504 218
W 3315 163
W 10390 137
R 27263 49
W 169 95
W 22913 223
R 20117 185
R 6913 254
R 21085 22
R 11071 13
W 28249 29
W 21823 140
R 22513 107
R 12912 153
W 25718 3
W 14173 113
R 179 245
W 15750 111
R 5983 192
R 27563 89
W 13599 100
R 24663 152
R 15916 150
R 22672 10
W 27366 91
R 3654 69
R 7546 90
R 680 246
R 25316 6
R 12352 114
W 1760 54
W 3046 198
R 7285 76
W 838 248
R 7590 247
R 7300 22
W 11556 17
W 10090 213
W 21922 87
W 12533 43
W 24558 118
W 24546 155
W 7888 141
W 8339 158
W 659 103
W 13376 190
W 4794 205
R 665 133
R 4923 77
R 9420 229
R 23837 157
W 21018 145
W 9361 121
R 17811 153
R 6990 58
W 11210 103
W 17235 121
R 4516 108
W 16744 247
R 18067 54
W 24864 90
R 21882 119
W 27575 254
R 24764 113
W 6311 195
R 25286 146
W 3434 146
W 12212 55
W 25433 30
R 7731 187
R 23827 150
W 5266 171
W 21088 170
R 8071 90
R 3148 41
R 3819 162
W 28097 120
R 25100 153
W 8169 105
R 17791 75
W 21193 202
W 21090 32
W 7125 179
W 18301 236
R 5536 158
R 6635 162
W 22520 62
W 9947 66
R 4939 9
W 21149 214
W 9867 71
W 23484 110
W 888 52
W 24302 253
W 17720 117
W 26015 246
R 5565 142
R 11109 67
R 5844 75
R 13937 119
W 5167 81
W 4173 178
R 981 157
R 23657 228
R 26620 188
W 13562 99
W 24528 97
W 17008 227
W 27349 230
W 501 12
W 21421 223
W 15155 248
W 7804 130
W 11231 162
R 18031 15
W 15042 76
W 14520 195
R 16649 213
R 10736 151
W 163 179
W 8256 152
R 26450 241
R 26238 123
R 12497 127
W 12778 4
R 17881 118
R 23657 185
W 3793 161
W 17050 82
R 26945 138
W 17173 157
W 23929 250
W 16411 82
R 2473 31
R 24072 98
R 14845 102
W 17496 99
W 19987 166
R 1178 209
R 2263 178
R 21010 133
W 13088 169
R 2473 252
W 26504 247
W 27941 170
W 14853 165
W 18804 30
W 11879 131
W 2207 140
W 2407 204
W 1889 97
R 15876 36
W 24928 13
W 10232 16
R 14247 201
R 7886 40
R 9343 151
R 22050 247
R 20698 137
R 27262 238
R 22188 40
W 21087 180
R 7094 214
R 6 199
W 22413 32
R 11056 86
R 1772 212
W 26414 170
W 14242 115
R 1118 227
R 14370 109
W 28235 40
R 9550 240
W 13771 217
R 28529 58
W 20624 79
R 20931 2
W 21406 249
R 24411 234
R 24957 162
R 12920 58
R 10500 217
R 25697 6
W 7277 205
R 5439 58
W 10465 185
R 12635 210
R 11680 177
W 27162 159
R 7778 117
R 94 101
W 13435 229
R 14473 83
R 5693 132
W 19741 256
R 3829 183
R 24879 211
W 636 77
R 20572 192
R 11386 214
W 1412 76
R 23217 80
W 13582 171
W 20710 129
W 17474 245
W 22783 32
R 6881 97
R 3685 72
R 18369 242
R 11669 3
R 22308 78
W 12372 208
W 4469 200
W 23186 13
R 11303 35
W 15332 112
R 6283 82
W 11590 103
R 24223 155
R 9396 251
W 6765 216
R 6919 115
R 22942 96
R 10155 7
W 9116 94
W 17882 234
W 5366 35
W 17757 244
W 18286 81
R 15485 188
R 85 125
R 22922 231
W 23379 47
R 6210 155
R 5149 53
W 26813 205
R 9309 198
W 15223 107
R 2786 74
W 1977 192
W 11485 250
W 23998 124
R 2900 178
R 6993 102
W 4602 238
W 15322 240
W 20436 243
W 3300 33
W 20543 235
R 13683 132
R 2496 141
W 23766 159
W 19625 190
W 20553 172
R 15424 101
R 1843 49
W 7650 232
R 6855 141
W 11744 252
R 4615 198
W 22900 147
W 6347 64
R 9213 41
R 2028 152
R 6753 119
W 8657 221
R 18944 151
W 14543 255
R 22564 92
W 17390 132
R 10367 91
W 3459 213
R 19683 246
W 3798 179
R 14773 54
W 9522 226
W 22054 70
R 11319 219
R 28302 210
W 3380 121
R 12667 250
W 8579 206
W 5306 102
W 12009 66
R 19053 184
W 11722 113
R 9691 245
R 9004 129
R 19793 250
W 24358 177
W 28594 62
R 23056 22
R 13736 85
R 18522 126
R 13560 32
R 762 61
R 10039 84
W 16025 206
R 27540 223
R 26648 175
R 7662 241
W 5972 177
W 25264 68
W 13870 5
R 26648 152
R 26018 200
R 15654 191
R 23344 16
W 19393 56
W 13415 89
R 9004 155
W 3955 2
W 4723 150
R 5984 77
W 3837 249
W 16006 168
W 8474 186
R 8243 28
W 9505 163
W 10350 251
R 13350 87
W 17498 69
R 23074 215
R 13273 231
W 13865 250
R 10544 175
R 4295 193
R 11017 180
R 11758 246
R 3752 69
R 25148 107
R 27554 184
R 11011 187
R 25931 178
R 18650 47
R 10588 143
W 19637 194
W 6615 29
W 21877 74
R 13994 182
W 4417 123
W 28176 8
R 16344 78
R 6271 197
W 16106 213
W 12612 216
R 7301 139
W 15057 223
R 8392 168
R 6835 101
R 9007 230
R 2658 36
W 15705 41
W 3336 94
W 20789 93
W 13658 18
R 25478 249
R 24354 136
R 13448 64
R 12034 214
W 9680 133
R 20918 251
W 24877 89
W 11106 180
R 5552 111
R 15507 215
R 21013 154
R 6698 62
R 16750 254
R 13032 210
W 16234 88
R 3250 112
R 9609 83
W 19771 81
W 1853 83
R 4430 133
R 20995 206
R 11042 196
R 4959 139
W 6379 6
R 25505 210
R 281 35
R 6275 90
W 760 178
W 25387 48
W 16439 191
W 12791 199
W 1270 82
R 378 141
W 19241 44
W 15050 94
W 251 200
W 18338 152
R 20523 96
R 26515 199
W 20870 44
R 14655 168
R 25200 187
W 26022 141
W 14439 20
W 17133 239
W 10735 221
W 19677 144
R 415 83
W 22234 144
R 14127 229
W 19694 224
W 26242 46
R 26496 80
R 13829 102
W 16621 67
W 18450 228
W 9252 151
R 15232 223
W 25067 96
R 28239 67
R 12828 214
R 8929 241
W 16887 27
R 13928 43
W 19094 125
W 15887 219
R 28340 55
R 24933 3
R 13045 47
R 6531 250
W 9908 209
R 21741 156
R 28363 155
R 27568 230
R 20944 249
R 27348 195
R 28116 210
W 23139 38
W 7902 215
W 1983 245
R 20424 181
R 6367 91
R 21013 104
R 14259 240
R 18787 112
W 17900 115
W 6791 83
R 28146 85
R 20465 14
R 26634 10
W 24221 117
R 13033 60
W 5427 7
W 11868 80
R 22546 123
R 22354 212
W 25209 127
R 10306 197
R 27732 50
W 18924 102
R 22171 175
W 20765 86
R 23701 247
R 16985 198
W 15551 200
W 6591 16
R 16468 99
R 6190 141
W 6185 27
R 22679 204
R 27249 201
W 27504 129
R 17540 51
W 28214 139
W 6286 61
W 1502 169
R 13624 163
W 8260 170
W 1870 16
W 16699 56
R 6973 161
W 14831 217
R 28119 155
W 17749 170
R 22622 96
R 14015 150
W 21220 59
W 24382 128
W 26165 41
W 11523 233
R 13255 223
R 598 169
R 21611 202
W 27737 165
R 9209 125
W 26987 25
W 10038 112
R 27588 227
R 24120 178
R 17884 108
W 23281 247
R 2670 176
W 22866 131
R 21104 137
W 6436 132
W 22277 112
R 7425 141
W 21479 2
R 1421 121
R 2241 188
R 12714 153
R 24541 160
W 13487 256
W 27706 18
R 11665 145
R 8881 214
R 13214 195
R 16108 31
W 11227 182
W 22082 159
R 14591 20
W 2815 249
R 24353 95
R 15799 3
W 6442 250
W 83 88
W 3372 182
R 13676 4
W 5883 198
W 1410 80
R 4188 19
R 11191 151
W 28130 8
R 5473 187
R 24916 200
R 24851 240
W 23132 33
W 4669 190
W 6212 88
R 25978 122
R 22473 52
W 22534 18
W 171 135
W 22484 175
W 23300 167
W 20666 130
W 12015 116
R 27016 181
W 23818 43
W 6988 203
W 9862 239
W 19401 172
R 28199 194
R 6701 201
R 19297 2
R 8159 51
W 27258 82
W 20072 87
W 11812 164
W 6312 183
R 350 21
W 15106 43
R 17216 93
W 5201 212
R 26313 85
W 20635 198
R 11054 53
W 4809 5
R 23766 214
R 24681 114
R 25913 153
R 11178 68
R 27376 65
W 3499 194
W 7294 255
W 15440 222
W 5213 18
R 21204 239
R 1543 51
R 8228 6
W 8706 174
W 19900 179
R 23498 76
R 21528 54
R 17552 189
W 6879 72
W 13181 161
W 24012 18
R 25694 123
W 6704 115
R 8274 108
W 12848 249
W 20989 125
R 6122 195
R 11196 93
R 16281 52
R 19011 119
R 3839 5
W 22034 237
W 12707 95
W 5095 219
R 23295 71
W 14004 120
W 26216 125
R 18557 123
W 1489 32
R 245 64
W 27714 170
W 9672 69
R 7695 122
R 18788 11
R 28204 160
R 28587 30
W 19421 69
W 19961 213
R 26397 3
W 16970 247
W 11025 150
W 13003 123
R 27299 154
R 16449 123
W 11109 22
W 8403 145
R 12153 87
W 23224 191
W 25549 14
W 12023 247
R 22523 147
W 1376 51
R 13150 112
R 8030 99
R 19365 161
W 27374 150
R 1093 74
W 9077 207
W 24651 8
W 9611 187
R 26571 21
R 26464 205
R 10901 146
R 4641 9
W 18431 140
W 20757 103
R 4439 109
R 6567 30
R 13343 166
W 18231 73
W 23421 63
R 1561 169
W 2344 230
W 20332 141
R 9154 196
R 3239 165
R 837 209
R 5667 2
R 10834 222
R 6210 177
W 7294 228
R 22054 171
W 9629 203
R 22842 112
W 14146 186
W 11008 235
R 14023 99
R 2915 228
W 17479 241
R 3314 61
R 2553 41
R 25500 32
R 21505 104
W 22270 168
W 6701 205
W 14409 48
W 10 245
W 2836 3
W 1270 206
R 12065 51
W 1709 53
R 2236 5
R 7501 6
R 3016 78
R 24982 249
W 1508 141
W 12060 179
R 20920 65
R 7098 50
R 3780 168
W 22345 68
W 15322 39
W 16754 71
R 16178 1
R 16372 135
R 24460 201
W 12388 122
R 27059 63
W 14792 4
R 7269 27
R 22719 252
R 17101 20
W 16245 3
R 5904 49
R 26564 158
R 20989 38
W 13059 211
W 23494 149
W 11785 179
R 14530 243
W 332 172
R 3940 46
R 17569 176
W 17491 101
R 11926 81
W 14695 16
R 6334 183
R 19752 143
W 27671 88
W 25034 209
W 24861 155
W 14109 7
W 8352 95
R 19055 142
R 15251 11
R 24862 171
W 5813 34
R 9257 101
W 24287 33
W 8169 218
R 20907 182
W 21463 24
W 24913 80
W 7890 90
R 20394 137
W 26297 213
W 13562 158
R 6214 4
W 18194 109
R 7665 249
W 12445 212
R 18803 110
R 6564 254
W 4257 201
W 13073 149
R 19112 213
R 26223 209
W 18144 42
R 19388 46
R 1945 51
R 26496 231
W 4084 206
W 16096 22
W 18956 96
W 28359 184
W 27434 208
W 494 218
W 14113 84
R 28184 249
W 14973 182
W 13875 27
W 5513 229
R 5755 234
W 9216 10
W 9766 217
R 9214 20
W 25204 120
W 23932 155
W 6479 153
W 14865 151
R 21893 27
R 3173 18
W 22025 34
R 17705 147
W 22257 63
R 21886 43
R 1207 29
W 4640 18
W 10999 29
W 3116 249
W 27533 100
R 9862 114
W 16995 108
R 10048 193
W 8977 21
W 20621 129
W 12820 42
W 20933 78
R 23289 241
R 24674 208
R 16380 80
W 5735 126
R 9292 109
W 27011 231
W 27770 146
R 21880 63
W 15350 137
R 23123 244
W 19392 230
W 13710 13
W 16982 11
W 18495 188
W 12997 66
W 9283 109
W 10105 237
R 19432 171
R 7067 247
R 18754 137
W 19319 98
R 8607 189
W 28305 9
R 22296 215
W 11381 234
R 15643 102
R 19904 3
R 7920 254
R 7465 206
R 10536 87
W 25386 126
R 20678 12
W 20556 167
W 22112 191
W 8188 81
W 18161 19
R 20668 14
R 24580 210
R 12005 7
W 4424 178
R 18666 82
W 23374 237
W 7340 156
R 23671 1
W 17436 127
W 11893 23
R 10247 239
R 1881 225
R 15032 81
W 7824 37
W 9956 29
W 14765 58
R 16941 46
R 1060 7
W 11459 72
W 19388 83
W 12315 103
W 7472 246
W 14866 166
W 18095 222
R 11454 233
W 1174 149
W 7402 105
W 19175 217
R 26584 28
W 23266 11
W 25251 6
R 20238 139
R 4665 123
W 16847 98
R 4673 203
W 16916 25
R 24001 121
W 21066 217
R 12900 103
R 5091 250
R 8531 64
R 5389 216
W 7170 30
W 10268 172
W 20866 179
W 15801 9
R 27082 243
R 11216 165
R 6705 11
W 13018 162
W 13373 97
R 9919 69
W 23802 44
W 18951 230
R 14037 124
W 7855 163
R 9718 136
W 11544 164
W 24968 232
W 17044 229
W 5530 98
R 26234 160
R 662 230
W 693 215
R 26785 192
R 11324 204
W 4549 231
W 11638 12
R 1950 192
R 27485 219
R 15636 233
R 13307 201
W 22286 34
R 23102 53
R 4198 195
R 14062 67
W 15254 214
R 17741 92
R 4974 60
R 25323 127
R 14251 188
W 15458 172
R 263 137
R 27656 140
W 23726 18
W 2472 224
W 8656 133
R 24225 187
R 28369 209
W 10119 70
W 17708 242
W 558 16
R 19253 251
R 26146 115
W 1114 3
W 21982 166
R 26126 150
R 16619 68
W 183 247
W 20101 10
W 10883 113
R 3292 114
W 1112 134
R 17788 236
R 15522 153
R 2849 158
W 7328 201
W 17878 225
R 14611 77
W 26618 147
W 24706 207
W 27293 185
R 12222 255
W 7713 102
W 11818 193
W 23499 2
W 16381 254
W 28344 51
R 15117 47
W 15772 128
R 24053 79
W 13664 65
R 23426 167
R 12297 148
W 13872 11
W 21565 183
W 19191 195
R 7815 125
W 15073 64
R 9431 105
W 18102 174
W 19404 33
W 10266 84
R 9843 48
W 26251 202
R 8694 190
W 18853 2
W 19181 151
W 22259 156
W 24841 16
R 18281 109
W 3135 182
W 10481 187
W 21632 47
W 23713 129
W 26666 256
W 21753 251
W 10800 209
W 5514 3
R 9490 158
R 15513 209
R 54 240
W 6619 7
W 20266 47
R 8799 56
R 1506 146
R 23423 151
W 28467 132
R 8443 88
R 25375 131
R 21662 153
R 24544 2
R 17145 106
R 2260 162
W 26228 233
R 4319 143
R 12745 13
W 25029 37
R 19732 150
R 24953 149
W 9829 71
W 7826 66
W 2398 66
W 25894 48
R 12589 233
W 10274 51
W 2825 233
W 2825 88
R 23095 254
W 21525 190
R 1129 242
R 26367 63
W 21903 241
R 27297 237
R 9537 8
R 19704 152
W 11875 8
W 8537 24
R 6011 113
R 6270 31
W 2449 67
W 11934 36
W 10562 64
R 2708 181
R 27697 43
W 25167 54
W 1126 39
W 2028 101
R 24674 58
W 11057 165
R 16666 138
R 1384 78
R 1809 162
W 9905 50
W 4834 49
W 23906 215
W 6017 177
R 16637 193
W 12174 109
R 14036 1
R 7835 142
R 4792 33
W 22846 246
R 1766 141
W 28516 139
W 27678 97
R 26826 116
R 18100 254
R 25394 139
R 180 105
R 22942 215
R 20840 249
W 27084 93
W 24310 102
R 19341 111
W 18233 228
R 26638 200
W 11642 200
W 24778 255
R 21954 143
R 6567 39
W 19297 96
R 13832 128
W 18097 173
R 17085 247
R 21952 24
R 4856 89
R 14858 234
R 13823 206
R 14904 66
R 13575 252
R 16772 18
R 21373 49
W 23138 186
R 3147 163
W 7489 178
R 4146 3
W 11417 91
R 11910 207
W 25589 234
R 10391 58
W 20063 52
W 892 92
W 11317 54
W 19467 135
R 929 185
W 18844 192
W 8477 32
R 15306 22
R 14410 52
R 12458 209
R 7540 239
R 4598 63
R 8481 207
W 2613 164
R 2607 101
W 20070 80
W 20355 171
W 27196 237
W 10177 168
R 4446 243
R 27813 61
R 417 87
R 8204 224
W 923 232
R 8583 76
W 13805 243
R 2945 106
R 14032 203
W 6204 76
W 23917 162
R 19204 96
W 23088 147
W 15794 29
W 25563 68
W 25391 14
R 12890 121
W 21466 44
W 3468 104
W 11752 48
R 4650 109
W 12924 76
W 10806 150
R 25101 160
R 15538 170
R 8738 56
R 28271 84
R 27989 97
R 26894 31
W 5641 210
W 14364 2
R 15671 234
W 988 56
R 15268 119
R 11301 183
W 7667 60
W 18110 105
R 21527 14
R 27891 122
R 25225 230
W 2929 21
R 8564 255
R 21269 7
W 19931 19
W 20668 245
W 2249 227
R 25606 207
W 19798 160
R 26333 107
R 1361 177
W 23999 66
W 190 111
R 18663 157
R 25289 107
R 28642 6
W 9592 245
W 3025 65
W 22424 42
R 28109 63
W 966 201
W 1572 23
R 24038 245
W 13638 53
R 9853 12
W 15365 74
R 1408 81
W 26321 251
W 4439 60
W 23337 45
W 905 187
W 21049 83
R 10496 104
R 21599 220
R 25302 120
R 17156 87
W 24479 48
R 7788 152
W 5666 30
R 12729 71
W 9290 57
W 3906 197
R 14480 110
W 6291 227
W 27587 208
R 20039 76
W 15390 175
W 3802 179
W 21291 39
W 3012 60
R 19045 251
R 5818 121
W 11262 2
R 19261 173
R 11068 1
W 2669 38
R 19788 15
W 3050 104
W 6732 128
R 18268 255
W 8626 40
W 11044 226
W 25364 144
R 11374 92
R 27972 213
W 21480 208
R 24367 221
R 27567 152
W 9057 37
W 18934 124
R 21278 39
R 23000 219
W 13436 75
W 22891 216
W 25185 156
W 460 114
R 5078 8
W 13141 250
R 11582 128
W 4129 80
W 72 43
W 20535 160
W 2423 33
R 26499 223
W 15462 246
R 22449 117
W 12039 59
W 5124 170
R 26629 69
R 12419 189
W 3690 176
R 18212 222
R 26700 72
R 7780 16
R 23283 123
W 28621 22
W 27538 162
W 23110 28
R 6137 255
R 24389 31
W 6371 208
R 17376 52
W 20061 112
R 12345 135
W 11533 145
W 16302 30
W 10648 152
R 12886 52
W 790 70
W 25546 205
W 3563 85
W 28102 251
R 27557 117
W 12318 253
R 20581 246
W 3613 1
R 8530 83
R 12242 149
R 15561 181
W 12496 10
W 8550 29
W 935 227
R 15837 144
W 12219 137
W 350 63
W 27776 154
R 10856 91
R 7625 10
W 21492 168
R 15112 207
W 18516 103
R 21045 90
R 18921 222
W 12774 231
W 5416 240
R 13035 206
W 17691 26
R 6284 1
R 24621 141
W 7024 25
R 2658 182
R 18409 92
R 8683 230
W 11345 140
R 14104 59
W 9800 27
W 10114 41
R 10521 26
W 20590 35
R 3183 154
R 18158 182
W 3519 193
W 28109 92
R 5057 221
W 12631 209
R 18896 188
R 2385 19
R 25815 197
R 11796 232
R 20846 182
W 832 169
W 14716 177
W 1369 127
W 19000 160
W 10172 226
W 13045 191
W 6776 247
W 7275 74
W 10647 113
W 25781 248
R 20054 125
W 8536 161
R 2818 8
R 11231 191
W 2927 119
R 16218 152
R 25760 29
R 4499 225
R 23952 13
W 22469 122
R 23467 86
W 20800 117
W 26664 53
W 6601 136
R 21858 38
R 16282 165
R 13234 226
R 5784 51
R 17494 233
R 18820 11
R 14650 192
W 6273 27
R 3201 73
R 16642 8
R 15609 190
R 1210 102
R 16596 163
R 17586 92
W 24620 53
R 26026 145
R 1175 23
R 20271 157
R 2160 231
R 26148 239
W 20600 123
R 7713 182
W 4959 246
W 16540 208
W 3014 123
W 25039 210
W 17003 104
W 12395 53
W 17375 182
R 12187 184
R 19187 171
W 9611 210
R 21575 70
W 8210 221
W 13259 169
W 27209 26
W 15821 115
W 18223 172
W 25399 160
R 8008 171
R 22900 229
R 14053 199
W 4806 218
W 19530 130
R 16234 188
W 28137 45
W 16156 176
W 17202 160
R 875 13
W 26579 156
R 18166 80
W 23368 101
R 25648 42
W 17954 169
W 23152 111
W 7267 251
W 23495 190
R 16446 58
W 8326 71
W 3318 140
R 12075 86
W 1631 223
R 27324 56
R 18474 9
R 24091 227
W 7772 130
W 26160 18
R 26348 87
R 7102 224
R 13933 159
W 28556 109
W 24248 5
R 15666 203
R 7028 93
W 8576 147
W 20012 161
R 21077 78
R 3858 20
R 16634 46
R 18341 188
R 18419 84
W 479 129
R 2481 98
R 6068 135
W 26027 128
R 24908 234
W 23685 81
R 2303 46
R 9609 174
W 15636 81
W 6880 120
W 19204 39
R 11663 157
W 10928 98
R 1224 31
W 8646 225
W 137 133
W 17562 164
W 3304 256
W 3215 31
W 15485 67
R 25183 168
W 5214 33
W 11035 249
R 26519 146
W 27529 246
W 7226 212
W 8621 79
W 12129 2
W 24867 192
R 2982 175
R 6091 91
R 15157 63
W 17414 86
R 2657 221
W 26103 239
W 1658 207
R 16018 136
W 17278 193
W 19742 241
W 18209 74
W 18494 54
R 8533 255
W 7090 80
R 23147 145
W 21758 55
R 8355 147
W 15812 193
R 14701 256
R 17324 30
W 17493 130
W 22126 243
R 9399 234
R 20568 61
R 5293 104
R 19743 153
R 5783 240
R 2255 219
W 14090 63
R 10564 173
W 22282 211
R 14089 217
W 1050 21
W 19536 93
W 25549 188
R 6925 256
W 10532 83
R 8909 40
W 22274 164
W 4770 124
R 5225 70
R 20682 123
W 18902 237
W 13773 236
R 8204 210
R 6537 139
W 27663 69
W 14318 33
W 14960 236
R 17348 93
R 20370 33
W 19869 44
R 10833 168
R 1341 161
W 8761 64
W 14896 7
W 27449 25
R 13142 59
W 12405 234
R 16343 34
W 6334 190
W 3391 62
W 14141 50
W 19938 152
W 26975 127
W 5408 30
W 2588 9
W 23286 26
W 18514 138
R 10735 154
W 2944 205
R 18975 112
W 1841 131
W 21445 41
R 18804 128
R 14279 122
R 27899 248
W 13010 97
R 16425 93
R 24532 197
W 5496 140
W 2446 245
R 26590 232
W 13789 218
R 26222 8
R 15795 32
W 10446 67
R 22221 107
W 363 176
W 26394 127
W 20317 167
W 24615 34
W 14107 202
W 13011 117
R 27393 219
W 5653 17
R 17888 106
W 7104 103
W 6277 241
R 2069 151
W 14472 45
W 8840 221
W 27765 158
W 24940 24
R 13604 90
W 10561 198
W 3146 241
W 16810 12
R 24434 174
W 18914 26
R 4612 81
R 20093 102
W 9004 110
R 8069 46
W 4285 98
R 26323 134
R 4564 228
W 16808 33
R 14428 189
W 9501 71
R 3696 58
R 25703 38
W 23776 183
W 25577 192
W 1813 243
W 1194 159
W 2722 77
W 21123 92
W 18893 13
R 18855 234
W 15055 165
W 543 102
R 9858 177
R 20208 109
W 21956 138
R 18370 245
R 16863 145
R 6522 31
R 2883 223
R 13642 135
W 4465 141
W 1778 197
R 409 29
R 24569 14
R 26863 134
R 16372 36
R 3649 209
R 18648 10
W 4508 26
W 24993 70
R 8221 171
R 15230 102
W 2265 102
R 1341 21
R 22642 64
R 13818 54
R 18061 182
R 24318 140
R 22827 40
R 2743 245
W 490 229
R 8340 121
R 9156 218
R 22026 19
W 27878 200
W 2019 48
R 3094 177
R 5223 231
R 1970 172
W 17662 161
R 888 229
W 12671 85
W 26284 200
W 16331 233
W 16334 190
R 27304 69
R 12482 14
W 21000 136
R 20393 228
W 4770 194
R 23194 98
R 17376 52
W 8287 72
W 1469 150
R 12183 78
W 19584 27
W 17203 153
W 24126 44
W 12053 87
W 14619 118
R 27595 220
R 23772 18
W 5441 38
R 7507 40
R 2948 109
W 11830 225
W 17687 10
R 18569 236
R 7985 151
W 15918 37
R 11071 202
W 15740 28
W 12497 65
W 15262 44
R 11971 82
R 4148 174
R 18612 17
R 20393 223
W 22537 62
R 24516 168
W 8421 223
R 11811 109
R 8252 103
W 22622 73
W 10967 203
W 8125 27
R 6919 178
W 2770 131
R 4197 58
W 3561 64
R 5590 131
R 12635 173
W 8902 125
W 23446 68
W 9281 106
R 19655 45
W 9525 8
W 27297 205
W 24441 8
W 22012 203
R 5373 166
W 24729 138
R 15564 164
R 13949 16
W 1210 212
R 22114 47
W 2623 188
W 14986 116
R 27813 60
W 15397 191
W 28045 163
R 23510 61
R 17731 191
R 21901 70
W 7053 174
W 23820 58
R 2629 104
W 27650 171
W 23227 176
R 23737 52
R 16634 250
W 6678 61
W 884 149
W 23378 166
R 13017 70
W 23304 136
R 13493 29
W 1096 142
W 11584 186
W 12470 91
R 13678 53
R 7451 245
W 6526 217
W 4341 40
R 27397 184
W 5964 167
W 13142 197
W 2966 80
W 21265 68
W 21213 109
W 25175 209
W 18135 62
R 19878 161
W 6228 208
R 4046 150
R 6005 95
R 4305 87
W 22102 116
W 4059 8
W 19125 65
W 24536 83
W 23806 100
R 2827 147
W 27423 7
R 1711 202
R 13572 64
R 5994 254
W 1023 43
R 20798 85
W 4322 69
W 2015 207
R 22263 231
R 23031 37
R 11322 248
R 8485 43
W 9110 256
W 20349 63
W 20067 86
W 8486 242
W 116 76
R 10707 194
W 8580 10
R 7979 149
R 4574 147
W 9955 151
W 20353 73
R 4592 6
R 15824 241
W 10536 189
W 11360 244
W 23165 177
W 18980 152
R 15596 122
R 1911 93
R 5149 70
R 6092 220
R 14228 80
R 24174 230
W 1193 179
W 11372 116
R 485 232
W 3951 160
R 15554 158
R 11862 35
W 24924 167
W 2527 112
W 60 198
R 4808 178
W 18269 48
W 12468 152
R 21879 138
W 18592 58
R 4309 90
R 8094 28
R 19849 249
R 13374 160
R 22842 115
R 13526 28
W 1066 141
R 22803 244
R 8640 163
R 5253 77
R 23601 234
R 5487 83
R 10950 144
R 17734 119
R 5360 74
W 21288 25
R 14758 118
R 7043 82
W 16805 251
R 5164 138
R 7703 221
R 14931 5
W 8823 134
R 18060 179
R 18351 177
R 18722 173
R 18058 60
W 24323 140
R 18051 253
W 19011 222
W 24614 211
W 27179 139
R 9886 162
R 7496 249
W 14229 140
R 21549 168
R 9834 209
W 6782 191
W 26025 223
W 1011 13
W 8925 98
R 17646 58
R 9176 244
W 611 41
W 17958 246
W 26836 25
R 9827 94
R 8642 201
R 19812 199
R 2190 15
R 27565 234
W 7566 122
W 8707 120
R 13033 185
W 15858 196
W 10653 233
W 20424 47
R 6746 62
R 11315 128
W 26060 187
R 903 210
R 13499 237
R 25120 243
W 26130 129
W 18531 41
W 27893 218
R 4120 21
R 11197 54
R 22213 86
R 14040 59
W 13914 62
W 5259 231
R 3795 184
W 3493 154
R 16203 107
W 28444 49
R 5457 225
W 20839 37
W 5836 192
W 28002 163
R 15489 84
W 16437 190
R 2849 142
R 27078 116
R 1340 16
R 24881 70
R 23731 60
R 26662 186
W 10445 70
W 24276 72
R 6493 202
R 23465 107
W 20719 195
R 15362 158
W 14660 142
R 7106 247
W 20426 104
R 8276 189
R 12696 171
W 27560 60
R 25642 170
R 6976 83
R 5212 236
W 18222 194
R 11633 149
R 13124 241
R 7317 50
W 7179 38
R 18840 46
W 16472 72
W 14361 83
W 8396 225
R 15509 167
W 26905 46
W 28510 80
R 5288 10
R 10259 107
R 11511 172
W 23443 37
R 16795 29
R 21389 191
W 3316 32
R 10388 181
W 20711 20
R 7605 50
R 20074 179
R 13342 114
R 18656 118
W 2190 51
W 17464 46
R 22763 102
W 27196 215
R 2552 17
R 16679 13
R 2233 167
R 21196 58
R 25123 183
W 17728 242
R 23290 244
W 16110 34
W 24442 233
W 14804 159
W 10451 65
W 12206 79
W 26592 129
W 11050 133
W 8660 148
W 6089 1
W 2196 110
W 9198 91
R 25663 221
R 26076 118
W 12038 7
R 18296 177
W 11737 170
R 5402 32
W 6598 221
R 7611 235
R 19734 174
R 970 62
R 13630 226
W 14918 236
R 19841 143
R 26901 7
W 3409 201
W 5203 226
R 785 118
R 25122 126
R 22576 203
W 10657 214
W 19349 91
W 11541 15
W 22483 106
R 23213 125
W 28163 143
W 18676 229
W 384 174
R 17341 12
R 12762 179
R 14597 129
R 2206 1
W 2906 249
R 18507 232
W 8313 183
R 554 84
R 6130 206
W 21181 108
R 3719 90
W 23640 106
W 26346 114
R 1947 160
W 2387 181
R 14319 176
W 15650 23
R 9380 236
W 7741 133
W 5908 196
R 22889 113
W 12206 185
R 5098 12
R 23949 103
R 11872 159
W 767 155
R 3333 162
W 1182 240
W 16976 130
R 14235 31
R 14506 172
W 12516 200
R 3253 32
R 26166 76
W 3039 218
W 21917 27
W 8826 177
W 21299 114
R 11300 161
R 21857 235
R 5413 247
W 11497 117
W 20302 153
W 6437 81
W 25861 205
R 18495 59
R 4886 16
R 27579 26
W 19338 7
W 6116 52
R 22443 57
W 16287 56
R 15582 2
R 2638 178
R 5960 238
W 23862 18
R 24315 224
R 1544 28
W 18691 211
W 18983 51
R 8930 242
R 22714 113
W 1792 229
W 11514 140
W 1251 167
R 14709 19
W 4131 219
W 25504 213
R 23509 92
R 9246 239
R 20191 174
R 23557 205
R 17824 219
R 15758 137
R 12013 208
W 24048 255
